,0,1,2,3,4,5,6,7,8
483,ATXN7L3B,SLC25A14,AC022532.1,CCDC62,CTC-548K16.1,YIPF5,DTX3,TMEM50A,GJC3
484,CEP164,BMPR2,RP11-122G18.5,BEND2,CCDC38,AATF,ORMDL2,FEM1A,GPC2
485,USP38,hsa-mir-1199,RP5-1073O3.2,TACR2,RP11-242F4.2,RARS,FUS,CHD2,RP11-816J6.3
486,C7orf26,OTOF,PEAR1,HRASLS,HBA2,METTL21A,RCL1,MED7,RP1-102G20.5
487,HMG20A,ZNF436,AC002331.1,RP11-211G3.2,PDF,NIT1,REXO2,MVD,CACNA1F
488,TMEM140,C5AR2,LA16c-431H6.6,PPT2-EGFL8,CST11,PTGS1,PALLD,PHF5A,MYZAP
489,PLEKHB2,IPO9-AS1,RP11-557C18.4,CTD-2541M15.1,CTD-2033C11.1,GPR35,AAGAB,DNAJC2,MNS1
490,ANTXR2,BAG4,PARD3,FRMPD3,KLRC3,SIAH2,CPSF3L,CDC123,YEATS2-AS1
491,RIOK2,DNAJC2,RP11-510J16.5,RP11-178L8.7,RP11-516C1.1,ECSIT,VPS13A,KIAA0196,RP4-545C24.1
492,RMDN3,TPM1,ERBB3,CCDC163P,RP11-76E12.1,POLR2I,ARL2,GYG1,CGN
493,LMF2,RP5-827C21.4,TEX9,NPPA-AS1,AP003419.16,UBE2Q1,NUDT16L1,GPR183,RP11-516C1.1
494,ZFYVE28,NDUFA10,KCNAB1,RAB12,ZNF841,TMEM14C,ACTR6,DYNLT1,LOX
495,CEP85L,IQCH-AS1,QPCTL,CHERP,UIMC1,PPIF,THOC7,ARPC4,SYNPO
496,CRELD2,RP11-162G10.5,PKD2L2,LILRA4,TRIM23,NME3,DNMT3A,PLRG1,LINC00618
497,DEDD,CLEC1B,RBFOX3,RP1-111C20.4,WARS2,NFE2L2,DNAJC10,SPG20,FAM225A
498,ISOC1,SREBF1,MYCT1,IP6K1,LIX1L,SIRT6,CDC40,SIK1,CTA-331P3.1
499,STX16,HOMER2,RP11-230C9.4,ZNF799,RP11-792A8.4,PPA2,ILF3,NUDT5,RP11-384C4.7
500,CCDC115,DRAXIN,RFX4,C9orf3,POMT1,PELI1,GPS1,SAAL1,PCDH9-AS1
501,ATG16L1,ATP8B3,RP11-185E8.1,SMC2,CPQ,SEC31A,UCK1,CRIP3,TMEM56
502,TTC14,CD274,RP11-830F9.5,RCN2,CCND2,HPRT1,ERI3,PI4KB,RAB6C
503,FAM210B,NT5M,KCNA5,NSMAF,FBXO4,IDI1,CCDC94,HSPB11,RP11-783K16.13
504,RPUSD2,RP11-1000B6.3,LINC00610,FASTKD1,SULT1C2,GFI1B,EHMT2,EGFL7,RP11-700J17.2
505,MTIF2,ACTN1-AS1,PDGFA,LUC7L,SHPK,TRMT61A,GLYCTK,SWAP70,RP11-203B7.2
506,DIS3,PDIA2,WDR52,SUOX,AC140481.2,COMMD4,TMEM140,HMGCL,C11orf85
507,FH,LBX2,PIWIL2,HIST1H4I,GIPC2,GOSR2,PDZD4,PITPNA-AS1,RP11-271M24.2
508,AKAP8,CELF6-1,SHPK,TEX12,RP11-983P16.4,S100B,CLPX,TASP1,SPATA13-AS1
509,HDDC3,JMJD7,DLK1,RP11-215G15.5,RP11-510J16.5,HNRNPM,TADA2A,OSBPL1A,RP11-554A11.8
510,PPIL2,RP11-700J17.2,SULT1C2,RP11-308N19.1,AC009505.2,SHOC2,SLC50A1,ARL4A,RGPD8
511,TIMM10B,MNS1,AC009505.2,VIL1,MIR4523,MPV17,STAMBP,LRRC8C,RP11-197N18.7
512,ZNF561,CTA-331P3.1,MAP2,RP13-314C10.5,ERBB3,JAZF1,CXXC1,CELF1,AC017002.2
513,CECR5,CTF1,TTC18,NEDD4,RHCE,CEACAM4,ARL16,NCOR2,RP11-216P16.2
514,FN3KRP,RP11-91A18.4,AP002954.4,NEUROD2,PIWIL2,FRAT1,DCAF5,SLC35A1,LBX2
515,NPRL2,RP11-1136J12.1,TRAPPC3L,TMPRSS11E,AC105053.4,FADS1,MARCH2,TMBIM6,VPS26B
516,DPY19L4,RP11-203B7.2,RP11-175K6.1,IFT81,GCKR,RBBP6,TPD52L2,NOL11,RP4-761J14.8
517,CRLS1,LINC01122,RP11-138I1.2,RAD51B,PDGFA,TPM1,RPL7L1,SNX10,CCDC38
518,THAP2,RP11-231D20.2,FAM212B-AS1,VMAC,RBFOX3,NFATC1,METTL3,ADAM10,LINC01122
519,JKAMP,RP1-111C20.3,RP11-217B7.2,CUL4B,AC022201.5,ZC3H15,CELF1,TREML2,MYBPC3
520,HAGH,MYBPC3,DIO1,AC092295.7,DIO1,RBPJ,USP7,NSMAF,MICALCL
521,PDZD11,CTD-2639E6.9,CABP5,TARSL2,TASP1,STK38,NDUFS1,BAG5,RP11-91A18.4
522,KPNA1,CTC-297N7.1,RP11-804A23.4,FBXO4,ZCCHC9,C4orf33,ANAPC4,ANTXR2,RP11-304M2.5
523,MVB12A,RP11-304M2.5,C9orf37,RP4-612B15.3,MKLN1,ARSD,MCM10,SHOC2,RP11-535M15.1
524,SMARCD1,AP000282.2,BLM,EID2,PLEKHA3,CDK16,MLLT11,TCTA,KLRC3
525,BTN3A1,RAB6C,TARSL2,STT3A,CIAPIN1,CDC123,CAPZA2,HDLBP,ACTN1-AS1
526,NFATC1,KCNG2,PEX19,ZNF682,THAP2,PI4KB,DMAP1,NDUFS1,LINC01132
527,CORO7,RP3-337O18.9,EDC3,RP11-706O15.1,ABT1,GIT2,ABI2,APOBEC3G,CHRM3
528,RPUSD4,FAM71A,IGFBP4,LTV1,ACTL6A,PF4,NARS,ATP5SL,AL161784.1
529,CD2AP,MOGAT1,THYN1,ARHGAP6,GPATCH4,SDPR,RABL6,HDAC1,RP11-65N13.8
530,SPEN,RP11-783K16.13,ESAM,MCM10,KIF3A,DSCR3,COLGALT2,IFIT1,AC073641.2
531,RAB2A,AC017002.2,DISP1,MYH10,ATP6V1C1,MAT2A,RAB21,RXRA,MOGAT1
532,CLEC2B,NUPR1,GDF11,RP11-502I4.3,PPP2R3C,U2SURP,SMARCD1,P2RX5,RP11-302F12.10
533,PJA1,FAM225A,IRF9,RP13-753N3.1,SAMM50,CLIP1,TYW5,CES4A,MREG
534,RP11-554J4.1,SPATA13-AS1,FAM209A,SDCBP2,SPIN1,RNF25,EDC3,EPN1,RP11-532F6.5
535,ZBTB10,ATP10D,MAP1A,RPA4,SOX13,RNF14,GTPBP6,GYS1,CTD-2033C11.1
536,PWP1,UCK1,AL928742.12,FCGBP,RAB12,ARID4A,ADIPOR2,NME6,RP11-343J3.2
537,RP11-421L21.3,PRUNE,SERPINE1,DMPK,ZNF425,HMBOX1,ZNF92,CDC16,RP11-344N10.5
538,RWDD4,CCL4L1,NUDT12,ATP9A,SCIN,QRICH1,SRA1,EFCAB14,RP11-96C23.15
539,NAA20,EID2,RP4-684O24.5,RP11-252A24.3,NCKAP1,SNCA,CBX5,RGS18,ACTA2-AS1
540,ZCCHC10,TSPAN33,SPOCD1,KDM4A-AS1,RP11-977G19.12,WDYHV1,LTV1,GINM1,AC096559.1
541,RABIF,CA2,CLECL1,CLIP2,RP11-196G11.2,TMEM60,USP33,ABHD12,RP11-354M20.3
542,ABHD12,GNG11,CTD-2541M15.1,RP11-378J18.3,NRN1L,TBPL1,PNPLA8,KLC4,TUBB8
543,C16orf54,KCNA5,RP11-110I1.14,RP11-493L12.4,CCDC3,CXCL2,PI4KB,MKLN1,AC103801.2
544,LRIG2,GLB1L3,CTD-2012J19.3,SYP,CLECL1,FCGR1A,MRPS18A,PTGES2,FAM71A
545,ZNF528,MIR4523,TAL1,U73166.2,ACVR2B,CXCL10,SDCCAG8,MDP1,CCDC11
546,ZNF75A,AC093901.1,RP11-159H10.3,IQCH-AS1,RP11-544A12.4,RBM5,MUM1,TTC1,HBA2
547,ADAL,DIO1,RP11-196G11.2,RP11-532F6.3,FAM98A,TMEM50A,CWC27,NFAT5,ARHGDIG
548,GTPBP6,EPB41L4A,CCDC62,SAMD1,NAA25,ATP6V1C1,DUS3L,DICER1,PDIA2
549,CRTC2,SHPK,NCKAP1,ZNF350,NEFH,GMPPA,RAB38,C15orf57,ZNF560
550,CASC7,RP11-53B2.3,RAB12,VAPA,FMO4,PDK2,RRS1,PPP1R8,RP3-337O18.9
551,RP11-349A22.5,RP11-217B7.2,SEC14L5,ZNF528,LILRA4,SPG20,PURA,C5orf15,SYNGR3
552,PHACTR4,TRAPPC3L,C10orf25,EIF5B,ZNF799,CDC16,THUMPD3,RNF213,RP11-304L19.2
553,IRAK4,LINC00610,RP11-490M8.1,SNX14,ARG2,ZCCHC9,ATXN1L,TFAM,FAM83C-AS1
554,CXXC1,KCNAB1,RP4-773N10.4,LRBA,PDE6B,NT5C3A,ERV3-1,TNRC18,CST11
555,TMBIM4-1,CTD-2184C24.2,SCIN,RP11-400F19.6,SLC20A2,C14orf80,RASGRP2,TMEM62,PRSS22
556,ELP6,RP11-424I19.2,GLS2,DDI2,SDAD1,CLEC2B,UBE3A,VPS28,KCNG2
557,DCAF8,RP11-122G18.5,BEND2,XXbac-BPG299F13.17,TMEM102,FKBP3,ZNF468,QSOX1,MIR1-2
558,PTPRN2,ERBB3,MEIS1,CR1,USP7,STAMBP,PWP1,JARID2,YJEFN3
559,TMEM87B,RP11-557C18.4,RP11-977G19.12,BMPR2,ZNF567,HBP1,JAZF1,RABIF,CCDC40
560,DLST,PTGS1,RP11-211G3.2,TTC8,FAAH,CDC40,C12orf45,GPR35,PTGES3L
561,CHD7,ACRBP,NPPA-AS1,SLC4A8,CCDC115,GSN,MICU1,PTGS1,AC015849.2
562,CCDC174,SLC2A13,HRASLS,ZNF436,CCDC174,PACS1,S100A4,SLC40A1,RP11-1096G20.5
563,PDIK1L,UBE2Q1,ZNF433,LGALSL,DNAJA3,CRELD2,NIT2,PHF12,CTC-297N7.1
564,MKLN1,F11R,NRN1L,ZNF587B,RP13-270P17.3,DDX56,USP5,MPHOSPH10,NLGN2
565,ARRDC3,SAMD1,MEG3,YPEL3,KCNJ14,NECAB3,N4BP2L1,CDV3,NUPR1
566,RNF168,WDYHV1,LCN2,ISG20L2,CTC-444N24.6,MLEC,LPIN1,HBEGF,RP1-59D14.1
567,GIT2,ANKRD9,LRRC24,LRRC59,AK4,TINF2,LIN52,EMB,PDF
568,DHX8,RFNG,RP11-356N1.2,AC074138.3,AURKC,LINC01003,AP4S1,ANAPC13,CTF1
569,ORC2,SENP2,SYTL4,FBXW4,AC010894.5,NFAT5,SAFB2,EMG1,RP11-481J2.2
570,ANKRD27,SIN3A,RP11-359I18.5,DCAF8,RP11-932O9.7,IRAK4,GPKOW,SMARCD1,CTC-548K16.1
571,C19orf52,LAMP2,SOX13,BLZF1,TMPRSS11E,UBXN4,ZNF195,BMPR2,RP11-1136J12.1
572,MTRF1,FBXL14,RP11-544A12.4,DHX34,CTC-454I21.3,RELB,AAR2,TMEM199,CTD-2358C21.4
573,STAMBP,RP11-178G16.4,FRMPD3,CHPF2,NEUROD2,FAM210B,MT-CO2,TLE4,AP000282.2
574,C17orf59,TUBG2,CTC-260E6.6,AP4S1,LONRF1,POLDIP2,TMEM62,RBM4,CTD-2639E6.9
575,LAMP3,TTC28,BHLHE40-AS1,RCHY1,AC092295.7,GLTP,PIGU,PPP2CA,ZNF132
576,UQCC1,ZNF433,RP11-420A6.2,PHACTR4,WDR44,C1orf50,TMX3,FPR1,CTA-989H11.1
577,DMAP1,BHLHE40-AS1,CASC7,MNAT1,ATXN10,AHSA1,NF1,FBXO21,OAS3
578,TMX3,RP11-977G19.12,ABI2,RPS6KL1,RRAGC,PTGES2,SNW1,RGL2,FCGR2A
579,STT3A,TACR2,RFC1,POLA1,FRY-AS1,THUMPD3,TRMT61A,ITPA,AC022532.1
580,SPRTN,RP11-544A12.4,ARSG,SNTA1,NELFB,ATG7,CYTH2,SLC50A1,RP11-804A23.4
581,MRPL51,LRRC24,CEP120,ZNF653,DUSP10,SETD1B,PRPF8,MLTK,LINC00610
582,TBCK,PLIN5,ZNF561,DRAXIN,TMEM87B,ZNF467,MIS18A,USP5,MIR4523
583,HCFC2,KCNH3,ALOX12,HP,CRLS1,PBRM1,ANKRD27,QRICH1,SULT1C2
584,RNF25,CCDC62,LILRA4,ARHGAP19,GGNBP2,RAB21,HEMK1,MYCBP2,TTC18
585,RALY,FAM209A,RAB38,CD274,MINA,RABL6,SPG20,IL16,RP11-147L13.8
586,METTL3,SCIN,ARG2,TEX2,RWDD4,RAD23A,CCDC22,CUL4B,AC093901.1
587,POMT1,PPT2-EGFL8,PALLD,CXCR1,BCL2A1,AIM2,CTC-444N24.11,PLA2G7,RP5-1073O3.2
588,RAD51B,RP11-356N1.2,CEP68,CTC-428G20.6,SRPR,NIT2,GIT2,MZT1,AC005224.2
589,RASD1,NRN1L,EIF2B1,RP1-28O10.1,NONO,ABT1,PDCD2L,AKR1C3,RP11-424I19.2
590,ZMAT3,RP11-211G3.2,CTC-444N24.11,FEM1A,PITPNM1,EIF1AY,ATAD1,IRF9,FAM27A
591,P2RY10,RP11-196G11.2,NPHP3,RP5-827C21.4,PBRM1,AGA,TCTA,CXCL2,CASC8
592,HMGCL,RP11-359I18.5,CCDC153,PDK2,RBM5,ENHO,CDC42EP3,U2SURP,RP11-557C18.4
593,DNMT3A,OMG,RP11-932O9.7,ST20,RP11-141B14.1,SPEN,COMMD10,TRIM8,RBFOX3
594,PGRMC2,YEATS2,SUCLG2,HIST1H2BJ,GPR55,RCE1,STAU2,LRRC59,RP11-138I1.2
595,UTP6,CHERP,SAMD14,INTS2,RP13-753N3.1,ARPP19,GUCD1,CLYBL,AC105053.4
596,IDUA,GSTZ1,RP4-781K5.2,WDR37,CTD-2302E22.4,CLEC10A,PPIL2,WNK1,AC009505.2
597,SIRT1,CES4A,HIST1H4I,ZUFSP,RP11-408A13.4,CRTC2,MARCH6,DYNLL2,PIWIL2
598,PDCD1,NMNAT3,RP11-215G15.5,GYS1,C1QC,ATXN7L3B,RPUSD2,LYRM2,RP11-46H11.12
599,MTIF3,IL1RAP,AC010894.5,KDM3B,C1orf186,SPRTN,LAMTOR5,C21orf33,CYP1B1-AS1
600,FAM32A,PUS7,C15orf26,SMARCD1,U73166.2,GNG11,NUPL2,ORC2,RFX4
601,FAAH,R3HDM2,ANKRD50,PPP2R1B,ARHGAP11A,TMEM18,ZBTB10,BET1,GIPC2
602,NOG,IFT81,AC007879.7,TNRC18,PLXNA1,SLC2A13,SETX,NR2C2AP,DIO1
603,NR2C1,RP13-270P17.1,GATA2,ZNF628,KDM4A-AS1,TIMM22,SLC39A1,ACAT2,ERBB3
604,RFPL2,CTC-454I21.3,AURKC,ATXN7L3B,RP11-493L12.4,PRPF31,SLC25A12,STK38,RP11-983P16.4
605,ZBED5-AS1,AC010894.5,CTC-444N24.6,BAG4,RP11-502I4.3,SRP9,OAS1,STAMBP,RP11-510J16.5
606,PHF12,ABCG2,RP11-308N19.1,TPM2,LINC00957,CDK19,PACS1,UIMC1,KCNA5
607,FBXO33,TDRP,WNT5B,WBP2NL,RP11-252A24.3,MRPS33,U2SURP,ECSIT,GLB1L3
608,FERMT3,RP11-215G15.5,AK4,RP11-385F7.1,C8orf44,ELP5,SNX10,CLU,SHPK
609,CISD1,HIST1H4I,RNASE3,THBS1,IQCH-AS1,CARS,ATF7IP2,DHX9,AP002954.4
610,MTERFD1,LNP1,TMPRSS11E,CTD-2368P22.1,RAB8B,RNF168,SAMM50,AP003733.1,AC022201.5
611,PIGF,CDK16,TDRP,DOK3,RP11-532F6.3,SYCE1,TMEM222,ACD,AC002331.1
612,RP11-5C23.1,C8orf44,IFT81,ZNF559,IQCE,DENND1C,ADAL,CDK19,BMP8B
613,ZNF195,BCL2A1,ABCG2,DHX8,F11R,ARHGAP18,RBM25,FAM43A,AC140481.2
614,CCDC94,GYS1,MGA,SDAD1,IL24,LAT2,EXOC6,ERI3,RP11-217B7.2
615,C12orf45,PIGF,DTX3,C17orf59,URB2,PGRMC1,GNS,GMPR,RP11-230C9.4
616,FBXO4,FAM210B,NUP54,SNRNP27,OBSCN,MFSD10,MPC2,UBXN1,PKD2L2
617,ZNF350,ELP5,ZNF799,MRM1,FBXW4,ABHD12,EVA1B,ZUFSP,CTB-31O20.9
618,ABCC10,CORO1B,AAR2,TBC1D23,RP11-400F19.6,MKLN1,JKAMP,RIOK2,KCNN3
619,PURA,AIM2,LIX1L,CORO1C,MRPL19,TMEM242,TBC1D15,CASC7,RP11-53B2.3
620,ZNF232,NEFH,ACPP,PIGU,MOCS2,REXO2,ARRDC3,PDZD11,QPCTL
621,SAMD4B,ZNF404,RP3-325F22.5,CHST8,NUDT5,UQCC1,HDGF,IDH1,LA16c-431H6.6
622,ZNF121,ORC2,TMTC2,RP1-102G20.5,CECR5,C16orf13,SMYD4,GALT,RP11-175K6.1
623,EIF2B1,FAM63B,RP11-5C23.1,CCDC11,PRKACB,SCFD1,CPQ,METTL8,WDR52
624,STAU2,TBC1D23,LYSMD4,ASB15,UBE3A,TNRC18,PMF1,MMD,RP11-755B10.3
625,ABI2,MRE11A,MTRF1,RP11-271M24.2,SURF6,C1GALT1C1,VAMP5,JUND,KCNAB1
626,ARID4A,RMND5A,DIDO1,RP11-152L20.3,WDYHV1,CCDC94,CD2AP,CCDC94,AC005614.3
627,CEP120,RP11-324I22.4,RP1-266L20.2,AC015849.2,RP11-545I5.3,PIK3R1,BLM,TMEM189,ITCH-AS1
628,RP5-827C21.4,RP11-252A24.3,VSIG10L,RP11-554A11.8,IPO9-AS1,CASC3,TOMM40,DNMT3A,RP11-274B21.8
629,UCK1,NIPSNAP3B,AC137932.6,RP11-879F14.1,C5AR2,KLHL6,SYTL2,NUP54,RHCE
630,EMG1,LINC00957,RP11-141B14.1,CTD-2358C21.4,ZNF436,C7orf26,C16orf54,HLA-DOB,EPB41L4A
631,NAPA-AS1,LY6G5B,RAB6B,AC073641.2,TRIM14,GBGT1,DDT,HENMT1,RP11-661P17.1
632,PCGF1,MYH10,RP11-252A24.3,RP11-1136J12.1,CTD-2537I9.12,CCDC22,MADD,ALG5,MGAM
633,IL24,SYP,C1orf186,KCNG2,RIN2,LSM14B,FH,TM7SF3,TMEM44
634,VMAC,RPA4,C1QC,YJEFN3,INPP5A,REPS2,R3HDM1,MLLT10,RP11-122G18.5
635,CR1,ZNF594,DMPK,MOGAT1,TTC30A,SRPR,TDG,KLF11,UBE2E2-AS1
636,DDT,U73166.2,RPA4,GPC2,PBLD,FEM1A,ZNF330,AAR2,TEX9
637,MIS18A,RP11-294J22.6,RP11-493L12.4,C11orf85,ARVCF,ACBD3,TSSC1,DHRS4,RASGRF1
638,ISG20L2,RP13-753N3.1,SDCBP2,RP11-783K16.13,EARS2,TAF6L,FAM120A,DIMT1,CCDC62
639,NUDCD1,SPARC,ATP9A,AC012499.1,LINC00342,UBLCP1,SPEN,TRIP12,PPT2-EGFL8
640,RNF187,CHPF2,SCN1B,SLC24A3,ZNF175,CEP85L,MAP3K7,TNNI2,CTD-2012J19.3
641,MRM1,CUL4B,ASAP2,AC017002.2,CMTM5,GLYCTK,ODC1,FAM127A,RP11-490M8.1
642,DNAJC2,SPATA6,PVALB,SPATA13-AS1,CES4A,ANAPC4,RIT1,PDXDC1,RP11-110I1.14
643,IFFO1,CRTC2,KDM4A-AS1,JMJD7,UBAC2,RP11-349A22.5,ADAM10,R3HDM2,NRN1L
644,AAR2,OSBPL1A,FZD2,RP11-231D20.2,CCP110,MFF,MAT2A,THYN1,RP11-977G19.12
645,RCE1,LYSMD4,ARHGAP11A,MIR1-2,AGO4,USP7,SUCLG2,DESI1,NUDT12
646,METTL8,AC092295.7,CTD-3214H19.4,RP1-111C20.3,KIAA0196,SDAD1,NUP54,IGJ,RP11-211G3.2
647,MGA,C1orf50,SEPT4,CHRM3,RARS,STOML2,POLD2,FNTA,CLECL1
648,SLC20A2,DDX46,GPR55,PF4V1,ST20,CRLS1,NKIRAS2,C1GALT1C1,RP11-178L8.7
649,RP11-66N24.3,TTC8,CLIP2,RP11-384C4.7,MPV17,USP36,MDP1,C3orf38,KCNH3
650,TTPAL,SMIM5,LINC00957,FAM71A,ACADVL,C3orf38,FASTKD1,SLBP,PLIN5
651,R3HDM1,PBLD,RP13-753N3.1,KB-1460A1.3,ADIPOR2,MADD,UBE2K,UBE2K,ZNF433
652,SARDH,ZNF587B,ARHGAP6,KB-1980E6.3,ANKRD54,C5orf56,SLC25A14,ISCA2,RAB12
653,DMTN,RSPH9,RP11-879F14.2,NUPR1,ICAM2,MLLT11,LIX1L,DEF6,RP11-420A6.2
654,RP11-527L4.5,CTD-2537I9.12,MYH10,DCSTAMP,TYW5,SNX14,PCGF1,MYO9B,SOX13
655,MAP3K7,INPP5A,MCM10,RP11-700J17.2,PLA2G4C,SREBF1,NELFB,RFC5,RP11-159H10.3
656,TADA2A,LINC00984,RP11-1055B8.7,PRSS22,CRIP3,CIDEB,TMEM102,SMIM5,NCKAP1
657,CYTH2,ARVCF,TMEM116,CCDC38,HOMER2,CPSF3L,STT3A,RP11-545I5.3,FRMPD3
658,C18orf21,RP11-792A8.4,SLC40A1,PRSS27,RP11-496I9.1,DMAP1,GFER,SARS,RP11-196G11.2
659,DENND6A,SAMD9L,CEP85L,CCDC40,SNTA1,USP33,NDUFA10,LINC01003,BHLHE40-AS1
660,TINF2,TIMM17A,FASTKD1,RP11-302F12.10,POLA1,IP6K1,DICER1,TPM2,LRRC24
661,ZNF559,FEM1A,SLFN5,PDE6H,KIF3C,MRPS18A,ARIH2OS,ABT1,ZNF425
662,RBM48,XPNPEP1,AC005082.12,RP11-304L19.2,TGFB1I1,MYCBP2,PGM2,MYO1E,RP11-247A12.2
663,KLHL6,C9orf3,GIT2,KLRC3,CTC-428G20.6,LARS,MRPS33,SPEN,RP11-544A12.4
664,NDUFB10,CDC42BPB,LONRF1,SYNGR3,ATP8B3,SNRNP27,CDK16,MAPK1IP1L,CCDC3
665,DUS3L,BANP,CECR5,AARD,FSTL1,NME6,SUV420H2,TMEM80,C10orf25
666,SIN3A,RP11-468E2.4,SLC4A7,CTA-331P3.1,YES1,TYW5,UNC45A,HAGH,RP4-773N10.4
667,RP13-270P17.3,PLA2G4C,IQCH-AS1,RP11-503E24.3,CD274,SETX,UBA5,CDK16,TACR2
668,MRPL43,RP1-28O10.1,RP11-162G10.5,ADIPOR2,ANKRD9,SPSB2,C9orf37,FAM210B,RP11-356N1.2
669,EXOC6,POLA1,RP11-532F6.3,CTF1,EVA1B,SLBP,DPH6,RP11-145M9.4,ACVR2B
670,CES4A,CXCR1,IL24,CCNB3,ZNF232,MVD,CTNNAL1,MANBA,KRTAP5-AS1
671,GOLGB1,ARHGAP19,RUNDC1,PDIA2,FAM96B,CIAPIN1,DYNLL2,LZTS2,AC068580.6
672,TMEM242,CTD-2015H6.3,F13A1,ARHGDIG,PPP2R1B,NMNAT3,PTPRN2,IQCH-AS1,OMG
673,PDE6B,PARS2,INPP5A,HBA2,PGM2L1,LUC7L3,RP11-468E2.4,RP11-532F6.3,RBL1-1
674,CUL4B,CTTN,COLGALT2,LINC01132,TOP2B,NPRL2,IFI44,PAICS,SCIN
675,PMEPA1,FSTL1,TTC30A,RP11-203B7.2,ZNF559,VTI1A,MVB12A,NPRL2,FAM209A
676,ANKAR,TGFB1I1,EFCAB4A,GJC3,POLDIP2,ISG20L2,MGA,PMEPA1,CTC-260E6.6
677,RBM26-AS1,LINC00886,RP11-390B4.5,RP3-337O18.9,GNG11,PDXDC1,PPP2R1B,TMEM91,RP4-684O24.5
678,STOML2,ZNF653,CTD-2537I9.12,MICALCL,RAB2A,MAP3K7,KPNA1,SLC6A6,RP11-77H9.2
679,WBP2NL,FAM32A,SMIM5,FAM225A,TMX3,CASC7,STX18,POLR3E,CCDC163P
680,PLCL1,DMAP1,ELANE,CTD-2033C11.1,SPSB2,TOR1A,GGA3,PCYT1A,AL928742.12
681,CPSF3L,GOLGB1,ENKUR,CTC-498J12.3,KLF13,NONO,DHRS4,TOP1MT,TMEM87A
682,PPP1R8,YTHDC1,CTD-2012K14.7,AL161784.1,FN3KRP,DAGLB,KLHL24,TRPM4,AC010894.5
683,RP11-727F15.9,RP11-65N13.8,MMP9,RGPD8,SMYD4,SPATA6,EIF1AY,COMMD10,RP11-308N19.1
684,MZT1,RP13-143G15.4,LINC00984,RP11-355N15.1,DCAF8,YTHDC1,PRPS2,PSMA7,NEUROD2
685,SHOC2,RP11-382A18.2,hsa-mir-1199,RP11-304M2.5,RP11-142C4.6,HOOK2,PGM1,BRWD1,CCDC153
686,ANKRD54,KB-1460A1.3,ITGB3,RP11-242F4.2,CTD-2368P22.1,SLC19A1,GMPPA,OSCAR,CACNA1C-AS1
687,PDHB,RP11-885N19.6,RIN2,RP11-816J6.3,CTB-152G17.6,TMEM62,RMND5A,ZNF330,TEX12
688,DTX3,TUBB8,OTOF,NLGN2,RP1-315G1.3,MTIF2,IGFBP4,UBE2E1,RP13-314C10.5
689,ZNF799,AL161784.1,LINC00494,LBX2,PLCL1,SLC35A1,HSPB11,PEX16,KCNJ14
690,LYSMD4,CGN,RSPH9,CTD-2506J14.1,C1orf198,STX18,HIST1H2AC,HDGF,TMPRSS11E
691,SLC35A1,KB-1980E6.3,PDZK1IP1,RP11-76E12.1,RFPL2,FEM1B,UIMC1,FNBP4,HIST1H4I
692,C2CD4D,RP11-535M15.1,RP11-219B4.7,CYP46A1,SLFN5,FAAH,NNT-AS1,FH,AK4
693,ZFX,AARD,ZNF436,CTD-2639E6.9,TRIM16L,KLF13,MGAM,PPIL2,SUOX
694,CIAPIN1,DCSTAMP,C5AR2,MNS1,IL1RAP,PEX26,PHACTR4,NRGN,IFT81
695,CBX5,SEMA3D,TTC8,PDF,HAGH,FRY-AS1,ZNF45,TOR1A,RP11-932O9.7
696,ZFAND4,RP11-354M20.3,RNF125,LOX,RPUSD3,TOP2B,CEP164,SAMD4B,ANKRD50
697,PGM1,CCDC38,RP11-554J4.1,RTN2,DHX9,IRF9,UQCC1,ARHGDIA,WNT5B
698,PLD6,RP11-343J3.2,CHD7,RP11-379F4.4,RP11-535M15.1,BAG5,SMARCC2,CTNNBL1,ABCG2
699,ANAPC4,RP11-532F6.5,SAMD1,RP11-91A18.4,ARHGDIG,VIPR1,SNRNP27,EID2,RP13-270P17.1
700,ZNF493,CACNA1F,NR2C1,RP11-516C1.1,RP11-355N15.1,IDH1,MED7,RASD1,CTC-444N24.6
701,LRRIQ3,PDE6H,CTNND1,RP11-344N10.5,RP11-65N13.8,CR1,ISCA2,C1orf50,AURKC
702,B4GALT4,KLRC3,DMTN,CTD-2283N19.1,FAM71A,DCAF8,WIBG,SSBP3,NEDD4
703,STAU1,CCNB3,F11R,RP11-885N19.6,RP11-317G6.1,TMBIM6,MYOM2,NOP58,CTC-454I21.3
704,NF1,RP4-761J14.8,PXMP4,TUBB8,AL161784.1,RGL2,BHLHE40-AS1,AGPAT1,RNASE3
705,RNF26,RP4-545C24.1,EFCAB14,LEFTY1,FAM225A,BRWD1,RP11-490M8.1,F11R,CTD-2227I18.1
706,ZNF330,RP11-554A11.8,PDE6B,RGS6,RP1-102G20.5,AKAP8,RAD51B,CTNND1,RP11-10K16.1
707,LZTS2,C11orf85,BBS2,CST11,AARD,CD93,METTL21A,RNF168,MCM10
708,RPS19BP1,RP11-242F4.2,CMTM5,MYBPC3,ACTN1-AS1,FBXO25,ERCC6L2,LRCH4,CTD-2302E22.4
709,CTD-2012K14.7,NKX3-1,MPHOSPH10,TP63,RGS6,ISOC1,RGS14,CITED4,RP11-141B14.1
